,Genre,Track Name,Track ID,Popularity,Loudness,Tempo,Duration_ms,Energy,Key,Instrumentalness,Speechiness,Valence,Danceability
1645,chill,Hurt,5VFzIzR8nACf9Bad4O73f6,4,-11.768,90.459,218587,0.292,9,0.00223,0.0291,0.157,0.514
1646,chill,Help Me Lose My Mind,2LTIrVBonJJLQHAjw41b28,2,-5.694,109.029,244174,0.71,5,0.0811,0.0539,0.306,0.777
1647,chill,Boss On The Boat,6HaemvfyjcQDSRyZZX05D6,0,-5.829,99.993,363093,0.695,2,0.834,0.083,0.64,0.764
1648,chill,Am I Wrong,2wqaekenSQZm7hxQOYt8oE,63,-5.465,119.939,247520,0.68,8,2.13e-06,0.0306,0.76,0.725
1649,chill,Finally Moving,3WS7spXVlbeC5kjePmHMQW,61,-8.84,100.01,277975,0.555,1,0.856,0.0366,0.523,0.735
1650,chill,Younger - Kygo Remix,7hrDA2n8BVGLyHra0rBiFd,57,-7.938,114.008,351573,0.489,5,0.00022,0.0788,0.645,0.69
1651,chill,Do You Remember,1EZJBB6bvCcrvYRlOyoHuf,61,-11.405,92.035,144013,0.289,2,8.17e-05,0.0334,0.714,0.598
1652,chill,Pursuit Of Happiness (Nightmare),5iSEsR6NKjlC9SrIJkyL3k,72,-8.951,115.277,295293,0.605,0,9.29e-05,0.0414,0.266,0.63
1653,chill,Angels,1zuKjpp4t7BS8JPKi6mkQr,66,-18.141,91.537,171653,0.157,9,0.0593,0.0428,0.342,0.424
1655,chill,Born To Die,4Ouhoi2lAhrLJKFzUqEzwl,68,-6.639,86.02,285400,0.626,4,8.22e-05,0.0339,0.379,0.428
1656,chill,Come Away With Me,0Cvjlph1WGbwZY1PlMEtJY,71,-14.304,80.367,198147,0.129,0,1.52e-06,0.0322,0.147,0.363
1657,chill,Fade Into You,1LzNfuep1bnAUR9skqdHCK,71,-13.925,157.143,295600,0.33,9,0.000679,0.0275,0.175,0.42
1658,chill,Hey Brother,3zKST4nk4QJE77oLjUZ0Ng,10,-4.867,125.014,255093,0.78,7,4.64e-05,0.0436,0.458,0.545
1660,chill,Iris,6vrUTGn5p8IrfTZ0J6sIVM,74,-5.683,155.667,289907,0.79,11,5.61e-06,0.0363,0.513,0.291
1661,chill,"Sitting, Waiting, Wishing",5eWOsyHHic4vJP3LjTVhqv,65,-7.229,105.019,183720,0.535,0,2.55e-05,0.0265,0.548,0.765
1662,chill,Your Song,17VegeBoHvMlIByrdu64KR,10,-12.808,128.221,244227,0.27,3,7.04e-06,0.0326,0.289,0.551
1663,chill,Snow (Hey Oh),6fgbQt13JlpN59PytgTMsA,62,-3.674,104.655,334667,0.9,11,1.75e-05,0.0499,0.599,0.427
1664,chill,La femme d'argent,3ZzhV6JIDKWvWR7wiKWD0C,60,-8.189,79.852,426614,0.737,6,0.678,0.0362,0.547,0.516
1666,chill,New Slang,5oUV6yWdDM0R9Q2CizRhIt,9,-11.547,130.015,231173,0.389,0,0.16,0.0306,0.649,0.669
1668,chill,The Sound of Silence,64gpgh5jBMxyh7iVJll23t,4,-13.883,106.842,185200,0.217,6,2.59e-06,0.0302,0.34,0.531
1669,chill,Holocene,05lBuZWQ2OhQuzoCSIkvUF,65,-14.446,147.902,336613,0.306,1,0.323,0.0305,0.157,0.379
1671,chill,Young Folks,4dyx5SzxPPaD8xQIid5Wjj,69,-6.005,138.185,276693,0.812,0,0.000763,0.0377,0.662,0.699
1672,chill,She Will Be Loved,7sapKrjDij2fpDVj0GxP66,73,-5.512,102.037,257133,0.713,0,0.0,0.0301,0.544,0.706
1674,chill,Skinny Love,4RL77hMWUq35NYnPLXBpih,75,-8.485,166.467,201080,0.29,4,0.00106,0.051,0.169,0.379
1675,chill,Don't,1huvTbEYtgltjQRXzrNKGi,72,-7.008,95.049,219840,0.608,1,0.0,0.0659,0.849,0.806
1676,chill,Jubel - Original Mix,5xrjJANQXCLXeMbNMugyaZ,50,-7.513,124.989,284373,0.472,0,0.182,0.0414,0.194,0.699
1677,chill,Say Something,2fPb58e6f8KxejYDCaARwS,59,-7.571,140.942,233267,0.158,2,1.58e-06,0.036,0.142,0.447
1679,chill,Little Talks,2ihCaVdNZmnHZWt0fvAM7B,77,-5.177,102.878,266600,0.757,1,0.0,0.0322,0.421,0.445
1680,chill,Wait,70y3OsCu7GBkJ3aqD94Agv,0,-10.552,147.994,343253,0.228,2,0.13,0.0322,0.0822,0.426
1681,chill,Bonfire Heart,13ETkZ90sElK5xJuB4cUEt,6,-5.7,118.021,238000,0.821,0,0.0,0.0527,0.449,0.575
1682,chill,The Fear,3Ai44VQ9zklXdczSHCUutu,1,-9.578,125.944,260360,0.575,11,0.0115,0.0336,0.457,0.604
1683,chill,Over My Head (Cable Car),6c8QH9FMFKj0ZgNeiyOx4v,54,-5.221,116.029,236373,0.699,8,0.0,0.0449,0.733,0.591
1684,chill,White Blank Page,14rApQTKycs9gNg7hjm9m7,0,-9.811,113.165,253107,0.398,6,3e-05,0.0352,0.299,0.324
1685,chill,re:stacks,4dHEQ1W1jRmNjjB0S7vB8V,2,-22.859,125.066,402267,0.0813,2,0.358,0.0406,0.304,0.678
1686,chill,Love The Way You Lie,6UaRii9AH6Zss9xNMEQ2M9,8,-5.014,86.961,263373,0.922,10,0.0,0.236,0.638,0.746
1688,chill,Cool Kids,13P5rwmk2EsoFRIz9UCeh9,70,-6.279,130.027,237627,0.671,8,8.21e-06,0.0336,0.786,0.719
1689,chill,Sweater Weather,4pGqFOfzvfe6avb9kbZicC,62,-5.325,124.015,240040,0.615,7,0.000212,0.042,0.414,0.695
1691,chill,I'd Rather Be With You [Radio Edit],0tiJ44M85rqHU0a5RMQN8x,51,-7.738,82.342,163200,0.671,1,0.161,0.0283,0.397,0.512
1692,chill,Breathe,46LwAOzg3UYvxiXyyaFedz,5,-13.639,113.993,296227,0.646,1,0.41,0.0462,0.571,0.687
1693,chill,Fancy,3oqCnpAoHf3SDFynxx7AU4,0,-4.139,94.979,199938,0.709,10,0.0,0.0673,0.365,0.911
1694,chill,Fields Of Gold,22gLGCKbFKwmgZhrpVcnFb,56,-11.758,104.009,217733,0.344,2,0.0155,0.0246,0.291,0.653
1695,chill,Don't You Worry Child - Radio Edit,2V65y3PX4DkRhy1djlxd9p,77,-3.145,129.042,212862,0.84,11,0.0,0.0509,0.438,0.612
1696,chill,If I Lose Myself,6G9JORy1gvXtzi8bKugZzZ,0,-6.064,140.109,241613,0.721,2,0.0,0.0461,0.273,0.488
1697,chill,Electric Feel,3FtYbEfBqAlGO46NUDQSAt,78,-3.714,103.038,229640,0.807,1,0.28,0.035,0.559,0.763
1698,chill,Jar of Hearts,0HZhYMZOcUzZKSFwPOti6m,73,-6.142,74.541,246587,0.348,3,0.0,0.0316,0.0886,0.349
1699,chill,Hometown Glory,0p6GeAWS4VCZddxNbBtEss,62,-8.517,122.299,271227,0.336,10,3.41e-05,0.0368,0.211,0.451
1700,classical,Respighi: Pini di Roma: IV. I pini della Via Appia (Tempo di Marcia),7H1WfmD5iXfUmPZA8xKZM2,25,-15.8,86.957,319933,0.218,11,0.947,0.0348,0.0573,0.0936
1701,classical,Brothers,1bA0ykot0FXsQZ2QYgErSD,47,-18.724,113.496,92600,0.213,2,0.892,0.0487,0.167,0.295
1702,classical,Night on Bare Mountain,67F2FBLJL9Wn09qvPe6XVa,0,-19.534,73.114,770520,0.247,2,0.698,0.0498,0.107,0.245
1703,classical,"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",7uf3aFC1msj0t5cYImgOWy,55,-22.411,66.325,209373,0.122,7,0.66,0.0497,0.187,0.241
1704,classical,Valses nobles et sentimentales: VIII. Epilogue - Lent,1qbsaOxbQKRLDTSyS6XcFG,30,-37.052,67.322,247867,0.00258,0,0.8,0.0376,0.0353,0.323
1705,classical,Threads Across the River,6RuLvotrYaws3OMLekBrub,0,-13.254,81.545,499960,0.275,5,0.73,0.0412,0.035,0.109
1706,classical,Brigg Fair,5grzlt83cKal2JPOiGeeuv,20,-23.118,79.186,947373,0.0306,5,0.924,0.0403,0.0374,0.111
1707,classical,"Symphony No. 9 in D Minor, Op. 125 ""Choral"": 2. Molto vivace",2GAcOueBAbwU0kgaXKVAdM,45,-17.336,131.955,856053,0.265,2,0.849,0.048,0.39,0.426
1708,classical,Der fliegende Hollander: Ouverture,3HdhJ7QOAKrvM2aEx4gzv5,0,-21.071,92.107,653960,0.127,7,0.901,0.0371,0.0345,0.15
1709,classical,Orfeo et Eurydice: Mélodie for Piano Solo,3DnLGuX4YU3PGein8vo5Zt,51,-35.112,70.188,284640,0.00506,2,0.933,0.0528,0.115,0.44
1710,classical,Happiness,3BO3R8SLyb9cfSCgk1kXUl,0,-16.216,138.457,560653,0.247,7,0.971,0.0387,0.0384,0.147
1711,classical,"Bizet: Carmen, WD 31, Act 1 Scene 4: No. 5, Havanaise, ""L'amour est un oiseau rebelle"" (Carmen, Chorus)",2r1FiNXh5mDNEP8K07YRVp,54,-17.325,134.424,262147,0.115,2,0.0,0.0689,0.231,0.363
1712,classical,"Adagio for Strings, Op. 11",7nHvS6UUhz2gJhj8TIROLX,50,-20.431,86.437,596227,0.0865,10,0.896,0.0457,0.0298,0.0876
1713,classical,Requiem: Lacrimosa,69RoAhDqFOiQb2pQvb24Ii,3,-23.315,131.626,169667,0.102,2,0.9,0.036,0.0445,0.162
1714,classical,A Dark Knight,5QFdOfeQlX8gp7ick31XRG,54,-19.69,96.008,975267,0.182,2,0.782,0.034,0.0357,0.277
1715,classical,Fragment II,7JQfc4yI4R8E4WOUYR7HD9,1,-21.321,79.857,240507,0.0516,5,0.928,0.0313,0.0299,0.252
1716,classical,We Played Some Open Chords,4Wa9WkQSacZDsJQgov27DA,41,-22.818,106.235,378573,0.0251,10,0.901,0.0433,0.0312,0.253
1717,classical,"2 Swedish Folk-Melodies, Op. 27: No. 1 Allt under himmelens faste: Adagio",66m55ZqXx2Xlapb0eAyxr5,34,-23.304,92.315,190800,0.0774,4,0.905,0.0362,0.0391,0.12
1718,classical,Passion Week: Of Your Mystical Supper,6fvu2d6gHAdiNCMco4lTxK,0,-25.662,73.509,283653,0.0581,2,0.567,0.0402,0.0372,0.0677
1719,classical,G Song,6A0PC9wNdn0xvBIKnzVkRh,31,-20.977,108.61,579293,0.224,7,0.866,0.0422,0.452,0.309
1720,classical,Meditation: Méditation from Thaïs,4Bub8omJzWHwVmvRA4WtP3,27,-20.962,177.984,339600,0.112,4,0.691,0.0488,0.0377,0.1
1721,classical,"Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 14b Dance of the Sugar-Plum Fairy",1oDAFTOXZGSQedBa6hXGhT,45,-31.8,110.524,145147,0.0205,4,0.784,0.0349,0.0462,0.342
1722,classical,Providence,4tomnQKFLdhCYOtTSmlv4Q,28,-12.343,106.055,185693,0.526,0,0.899,0.0476,0.0772,0.389
1723,classical,"Napoli, FP 40: II. Nocturne",7cg8S2oryXnrMyMjrqO4Vd,18,-29.087,98.973,228400,0.00319,8,0.79,0.0501,0.133,0.318
1724,classical,Symphony No.5 In C Sharp Minor: 4. Adagietto (Sehr langsam),0AV6qRaNajFNakSCOrXOkT,0,-23.486,84.815,715427,0.0528,10,0.912,0.0381,0.0327,0.122
1725,classical,Concerning Hobbits,644es5aYPJghtZLjM1rmSP,64,-21.524,104.311,175040,0.0629,2,0.406,0.0342,0.175,0.488
1726,classical,Homemade Mountains,6s0M6NqA9YIWnsRPMKRsi3,34,-19.361,85.257,223003,0.135,0,0.889,0.0385,0.0353,0.0879
1727,classical,Cloud Three,4XFnHO9oybBaU0h9PgDM3C,27,-13.893,123.034,208267,0.144,9,0.786,0.0478,0.194,0.529
1728,classical,The Heart Asks Pleasure First / The Promise - Edit,2Yjv7MOdst5y6fFsq4cKOL,57,-14.648,177.108,191867,0.276,9,0.92,0.0293,0.231,0.208
1729,classical,Romance for Cello and Piano,70nMUxP46mAcjW5iRpRiyN,0,-27.344,115.163,385187,0.0299,11,0.947,0.0493,0.0468,0.223
1730,classical,Colonial Song,2r2hR9gGMdusndlRzhM0cc,29,-23.601,71.831,336733,0.0662,4,0.903,0.0398,0.0445,0.0672
1731,classical,Carmen Suite No. 2: III. Nocturne,6pCc5a0y7MUhfdMWTdiPhN,38,-28.199,66.142,309560,0.0495,3,0.762,0.0455,0.0365,0.0665
1732,classical,"Nocturne, Op. posth. in C-Sharp Minor: Lento",0bcGY7mfG10QfeaDbz97hC,62,-31.601,72.059,239973,0.00397,1,0.9,0.0475,0.19,0.272
1733,classical,"Cello Suite No. 5 in C Minor, BWV 1011: II. Allemande",3sdrzlJmVJxQTC5gtfs4M4,43,-23.81,168.953,322307,0.0637,0,0.897,0.0425,0.244,0.115
1734,classical,Symphony No. 104: IV. Finale. Spiritoso,39cTvx39ILgwshUQvMYSW5,0,-18.92,142.093,419427,0.112,6,0.645,0.0419,0.19,0.395
1735,classical,"Antiche danze ed arie per liuto, Suite III, P. 172: 3. Siciliana. Andantino",43a9SF39HIK863CEJwOHeg,23,-26.196,104.88,202000,0.0587,0,0.772,0.0401,0.147,0.188
1736,classical,"3 Intermezzi, Op. 117: No. 3 in C-Sharp Minor, Andante con moto",5GkvPnH2sZRda9YSk92dcO,27,-25.753,62.836,318440,0.0323,1,0.922,0.0474,0.117,0.401
1737,classical,Requiem: II. Dies irae,18mjTyCpqUWuF1HedQZW4s,0,-19.257,80.756,137160,0.188,0,0.315,0.0321,0.22,0.318
1738,classical,"Sibelius : Finlandia, Op. 26",5vWB9HbTnP0n6aXZpMqBiQ,28,-19.893,96.462,501506,0.129,8,0.779,0.04,0.0593,0.132
1739,classical,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",17i5jLpzndlQhbS4SrTd0B,69,-18.752,73.289,152280,0.157,7,0.842,0.0636,0.304,0.275
1740,classical,"Concerto in D Minor, Op.7, No.4: I. Adagio",05iURKvut2OWEzPHQUhDT5,44,-26.846,74.996,285840,0.0173,1,0.66,0.0408,0.073,0.0685
1741,classical,"The Planets, Op. 32: Jupiter, the Bringer of Jollity",7pHdkCXkeC8AYHMcIDzUdf,0,-16.174,131.935,467040,0.229,5,0.888,0.0397,0.279,0.365
1742,classical,3 Gymnopedies (arr. A. Miolin): Gymnopedie No. 1,4mtxCJw3BUxz6p8CopGNRI,41,-39.995,133.747,236880,0.00356,4,0.921,0.32,0.229,0.522
1743,classical,"Gottes Zeit ist die allerbeste Zeit, BWV 106 (Arr. G. Kurtag for Piano Duo)",5FHDGoO8MF9txy89VczxfY,29,-34.339,69.354,150093,0.00805,3,0.92,0.0397,0.0679,0.533
1744,classical,Violin Concerto in D Major: I. Toccata,7JhTcgo91ELuSZb31yTtH6,25,-18.29,114.009,291400,0.275,7,0.662,0.0403,0.683,0.468
1745,classical,Concerto n°5 en Ré majeur BWV 1050: II. Affettuoso,1rnI1rsLsAxitG1OkAFkaY,37,-26.912,85.21,286027,0.043,10,8.44e-06,0.0352,0.157,0.188
1746,classical,"Orff: Carmina Burana: Introduction, Fortuna Imperatrix Mundi, No. 1 ""O Fortuna"" (Chorus)",4m5rO8vfR0H6V4J8sKTU2J,36,-18.424,140.466,156360,0.197,9,0.00077,0.0341,0.584,0.289
1747,classical,"Pavane, Op. 50",2oqgnxjyNYItifLYl9MzaW,48,-32.271,96.272,275680,0.0179,6,0.639,0.0404,0.041,0.124
1748,classical,Atlantico,77Z7XS4SNSN7EZve9nkPGP,44,-12.373,168.814,229013,0.249,2,0.876,0.0349,0.158,0.239
1749,classical,"Mozart: Piano Concerto No. 23 in A Major, K. 488: I. Allegro",6gKtGkDTPjVMsWt02bGCHn,35,-23.093,137.183,650744,0.0782,9,0.906,0.0384,0.16,0.264
1750,classical,Carnival of the Animals: XIII. Le Cygne (The Swan),1xjL0J6RyY2UzH39hFgakW,39,-35.651,59.176,190133,0.0144,9,0.193,0.0443,0.0542,0.19
1751,classical,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",3DNRdudZ2SstnDCVKFdXxG,68,-37.264,170.612,315427,0.00527,1,0.887,0.0432,0.151,0.184
1752,classical,Fantasia on a Theme by Thomas Tallis,2yJVk6jfa2xAEqVb2qDFgn,43,-20.663,79.865,1086533,0.0773,7,0.884,0.0449,0.0383,0.0745
1753,classical,"24 Preludes, Op. 28: Prelude No. 4 in E Minor",3hO3haFBsrcCzIFd6HJXnj,21,-28.756,73.103,111493,0.0109,4,0.945,0.064,0.0378,0.401
1754,classical,The Firebird Suite *: Finale,2w1UWIyMRcNqbseWaJJ5XX,29,-15.541,82.604,210040,0.287,1,0.804,0.0358,0.0568,0.086
1755,classical,Prologue,6CeCOC2zx1qS8mQNYHe6IM,62,-29.484,146.472,130293,0.0188,2,0.446,0.0367,0.0819,0.177
1756,classical,Warsaw Concerto,5pg9vSNAOFLtyZpUU42cBo,0,-19.339,76.19,540067,0.145,11,0.908,0.0345,0.0377,0.213
1757,classical,"Masques et bergamasques Suite, Op. 112: IV. Pastorale",0znpGssNRK5xBCvxOgfmVS,36,-30.831,65.614,263533,0.0195,2,0.922,0.0411,0.0364,0.182
1758,classical,Shawshank Prison - Stoic Theme,5zMuzsE5kvd54FwraufeeK,52,-20.372,81.277,112973,0.149,7,0.915,0.0486,0.111,0.079
1759,classical,"Metamorphosen For 23 Solo Strings, TrV 290",5C4e0Zuh6pDyEGFn5ShmBi,27,-20.065,86.615,1660000,0.175,7,0.843,0.0373,0.0355,0.129
1760,classical,La Valse (Transcr. Garban for Two Pianos),2yYXpmxUXWxcpc0b7oINEC,11,-17.912,89.362,718893,0.154,0,0.922,0.0319,0.0639,0.356
1761,classical,"The Flower Duet (From ""Lakmé"")",2xORus0TIDTVKatLletu1B,39,-12.961,95.871,230987,0.286,11,0.000421,0.0453,0.0885,0.28
1762,classical,"Der Freischütz, J. 277, 3. Akt: Was gleicht wohl auf Erden, ""Jägerchor""",3dFUs1dyT64grDqF2YYcST,24,-20.603,77.088,602493,0.0603,5,0.000981,0.0566,0.0399,0.247
1763,classical,"Canon in D, P.37",2txF2tgoSqvV4Mxqq0hBri,39,-17.884,116.15,244707,0.184,2,0.518,0.042,0.156,0.266
1764,classical,"Piano Concerto No. 2, Sz. 95: I. Allegro",6tEO7bieJDK8CAI0zplfu0,23,-18.69,98.402,610933,0.294,2,0.859,0.0366,0.126,0.401
1765,classical,Tomorrow's Song,3Cf47MOQsa3ijid90gr5Io,14,-25.853,141.316,177000,0.0428,0,0.929,0.0377,0.152,0.435
1766,classical,Carmen Suite No.1: 5. Les toréadors,2IMAMTrvNJStRj1opG5QFf,29,-16.004,126.986,133093,0.34,5,2.06e-05,0.0406,0.77,0.339
1767,classical,Main Title,4P1sbofnneFeEEASTFMEGl,53,-37.033,168.828,170867,0.0164,0,0.942,0.0504,0.0375,0.0838
1768,classical,The Light She Brings,2nXkOW4fesxDw080qVVfTK,0,-30.363,171.685,173413,0.0139,2,0.918,0.0401,0.186,0.261
1769,classical,Spitfire Prelude and Fugue: Fugue - 1994 Digital Remaster,7bxCRQQjowMZl6tDLJCMRO,19,-15.594,121.659,258867,0.283,4,0.892,0.0528,0.144,0.298
1770,classical,"Má vlast (My Country): No. 2, Vltava [Moldau]",0P3TUNfXfhdJ4rgdZAUL6i,48,-21.041,148.02,794000,0.114,7,0.909,0.0347,0.0387,0.138
1771,classical,Ensemble for String Quintet and Thunder Sticks (1956 version): I. Larghetto,37TBjwOpcQIo9IhScN3XhL,15,-21.68,85.317,548867,0.0443,7,0.865,0.0411,0.0276,0.153
1772,classical,"Messe à trois voix, Op. 12: Panis Angelicus",7nZxhcfI6Bn5623FMxdliU,22,-19.103,93.704,237987,0.129,9,0.535,0.0426,0.0393,0.153
1773,classical,"Serenade In G Major: Eine Kleine Nachtmusik, K. 525: I. Allegro",53KU8BrYZuxZOb3jqDm4ix,44,-24.344,147.436,468133,0.0432,6,0.000303,0.0506,0.326,0.39
1774,classical,"Piano Sonata No. 1 in F Minor, Op. 6 (orch. Rogal-Levitsky): Sonata No. 1, Op. 6: Marche Funebre",0JOZf6b4ubKHIVrwnxVbXQ,23,-28.516,76.187,356307,0.0107,1,0.958,0.041,0.0356,0.0685
1775,classical,"Prokofiev: Romeo and Juliet, Op. 64, Act 1: No. 13, Dance of the Knights (Complete Ballet)",7HSs4srn1qnZhh7WRWBVOk,56,-19.383,85.851,341693,0.101,0,0.9,0.0403,0.153,0.209
1776,classical,Clarinet Concerto in B-Flat Major (reconstructed R. Meylan): I. Andante sostenuto,1H9rGpQ1Xqh45Y13mzfJvU,36,-25.735,95.1,250000,0.0121,10,0.833,0.0442,0.0661,0.138
1777,classical,Appalachian Spring: VIII. Coda. Moderato,2URjwQulkDiDmFdjSPrcSc,27,-39.609,70.2,205533,0.00246,0,0.853,0.0457,0.0428,0.0623
1778,classical,Ave Maria,2kfeWxnFx8aur6rCMiEt8P,38,-22.769,108.633,185907,0.068,0,0.836,0.0536,0.126,0.298
1779,classical,"Violin Concerto in D Major, Op. 77: I. Allegro non troppo",3kXJcMyhICI8U85Ce0WAED,27,-22.32,97.015,1395733,0.0763,7,0.0217,0.0412,0.051,0.22
1780,classical,Cavalleria Rusticana (1987 - Remaster): Intermezzo (Orchestra),0BqbWiOxccb0qQshm3Whjt,36,-18.049,139.609,224547,0.0958,5,0.896,0.0393,0.0372,0.155
1781,classical,Oboe Concerto: Oboe Concerto: III. Allegro,5HfVLuge7NXEKY2ErYWsVN,19,-15.743,99.036,461680,0.306,4,0.934,0.0597,0.16,0.348
1782,classical,Victimae paschali laudes - Sequentia Tempore Paschali,1Cq2EV1bDAm54YR60CJZO4,26,-25.161,130.71,110000,0.0693,4,0.0023,0.0426,0.151,0.236
1783,classical,Tarantella No. 1,7rGmhrepNzP1LJhm1bSRDA,19,-22.565,98.52,56213,0.055,8,0.908,0.0461,0.532,0.62
1784,classical,"Nocturne in E-Flat Major, Op. 9, No.2",24A3HjyT5sGnrejr7yLDod,0,-25.575,136.88,232240,0.0462,3,0.906,0.0379,0.071,0.393
1785,classical,"Cello Concerto in A Minor, Op. 129: II. Langsam",21JQE4MOrdxF6YNtBkeTJo,28,-22.243,88.279,273167,0.0677,5,0.775,0.0441,0.0377,0.0987
1786,classical,"Monteverdi: L'incoronazione di Poppea, SV 308, Act 3: ""Pur ti miro"" (Neron, Popea)",5NinL2jNwjeRpHwTFeRSv9,44,-21.294,76.588,251213,0.0625,7,3.59e-06,0.0483,0.182,0.259
1787,classical,Flute Concerto: I. Amhrán,5U2go4Bj0JwmAjfGM1pSix,19,-32.301,67.516,242586,0.0202,7,0.795,0.0449,0.0879,0.177
1788,classical,"Piano Concerto No. 3 in C Major, Op. 26: I. Andante - Allegro",1zWaVBjPgKcFM25rpAAjKc,20,-18.546,93.52,587373,0.235,0,0.864,0.0379,0.124,0.302
1789,classical,Première Gymnopédie,4jep6dMPP0z7HrN375InoL,61,-35.422,76.497,204267,0.00544,7,0.952,0.07,0.314,0.594
1790,classical,"Dvořák: Czech Suite in D Major, Op. 39, B. 93: IV. Romanza",4IDn6FlDFosueSOH0mfExb,40,-28.888,69.395,265773,0.0439,7,0.959,0.0425,0.0494,0.108
1791,classical,Miserere,2ED1VZ53iRImo252U2PEsu,43,-26.859,73.132,719133,0.037,7,0.00266,0.046,0.0356,0.15
1792,classical,"Pomp and Circumstance, Op. 39: No. 1, March in D Major",5nsYZFNyMefd50yamWgMfy,39,-11.61,131.962,345667,0.434,2,0.76,0.0433,0.315,0.274
1793,classical,Prelude For Time Feelers,74K5lZTuJa2w87IPTzxKaz,0,-13.276,113.469,348773,0.272,2,0.916,0.0383,0.124,0.214
1794,classical,"Becoming one of ""The People"" Becoming one with Neytiri",1UBd7aWHZCz8yirI9KCvAU,59,-26.307,71.062,463707,0.0902,1,0.85,0.0428,0.0382,0.0993
1795,classical,Together We Will Live Forever,2pr6us08iPNzIex5q6fMvI,55,-25.501,76.384,301733,0.0176,7,0.928,0.052,0.2,0.483
1796,classical,Leave My Head Alone Brain Seven,74unAIRMOGUBYZLhIUUztr,32,-13.403,183.836,357360,0.277,9,0.841,0.1,0.326,0.567
1797,classical,Achorripsis,3xcf0WPMT8EPaIGdKOeqvv,13,-17.975,63.098,404147,0.261,0,0.181,0.056,0.0809,0.233
1798,classical,Act III - Delphinus Capensis,3xEJsNuVvU7IdX3VxAik2X,24,-17.145,163.074,478373,0.158,10,0.84,0.0339,0.103,0.139
1799,classical,"Berceuse In D Flat, Op.57",6Fn1nJXDFywPRM4J6KsTr2,1,-26.415,95.365,292547,0.0712,1,0.905,0.0379,0.0835,0.319
1800,club,Stay The Night - Featuring Hayley Williams Of Paramore,2QtJA4gbwe1AcanB2p21aP,62,-3.109,127.961,217347,0.738,8,0.0,0.0411,0.461,0.596
1801,club,Wake Me Up,4h8VwCb1MTGoLKueQ1WgbD,83,-5.697,124.08,247427,0.783,2,0.0012,0.0523,0.643,0.532
1802,club,tous les mêmes,1GC1MIaRMW3kfVK9VyD5Ii,52,-9.061,109.959,210933,0.637,5,0.00219,0.166,0.647,0.701
1803,club,What Is Love,0lqNstW27BvhHXn6sqyQhX,1,-7.962,123.868,269456,0.77,7,0.00783,0.0312,0.741,0.688
1804,club,Boss Mode,0ywS1RVLEGyv3xuXLUKUrc,0,-2.404,176.046,227280,0.978,8,0.651,0.121,0.313,0.542
1805,club,Galvanize - Edit,1qoWyW73DTDprvFpnsVO5H,5,-4.165,104.008,268800,0.674,7,0.0136,0.086,0.354,0.765
1807,club,First of the Year (Equinox),5i7fZq3chLyCHo3VeB6goD,67,-3.657,115.785,261517,0.948,5,0.0148,0.227,0.55,0.429
1808,club,Boneless,4qPnE8jBZN3wmgGxspsOcP,15,-3.205,127.99,270000,0.962,11,0.613,0.0629,0.643,0.743
1809,club,Clarity,5JEyMbmqdPeD7FlyLv3fGp,41,-3.48,128.0,271427,0.781,8,0.0,0.072,0.176,0.509
1810,club,Don't You Worry Child,0l9f6wXRAEXmdUL364u1JE,0,-5.403,129.02,212960,0.772,11,0.0,0.0485,0.433,0.614
1811,club,180db_ [130],2VfEcR59Czu8ii3u6kKeP8,37,-7.305,130.064,191467,0.61,1,0.894,0.0649,0.564,0.828
1812,club,Hey Brother,4RXpgGM7A4Hg7cFBoH5KyF,77,-4.867,125.014,255093,0.78,7,4.64e-05,0.0436,0.458,0.545
1813,club,Complètement fou,77sVUchtzjpetfDZC9L59d,13,-5.516,126.052,230467,0.506,0,0.000503,0.0966,0.512,0.823
1814,club,212,6cPf9tEes3kLf9zXN71z1Q,0,-7.462,125.993,203373,0.789,11,0.0,0.291,0.667,0.858
1815,club,Si No Te Quisiera,0wLqXnCLseMice1Hwq6yLz,59,-2.727,128.0,185480,0.869,0,0.0,0.0706,0.774,0.707
1816,club,Never Say Never,3PmtL3TjmNIQ3AejB7HCk8,12,-7.469,126.008,263053,0.789,8,0.111,0.0274,0.65,0.753
1817,club,Blame (feat. John Newman),7EYWEwJyai7udNmqvRPsZM,15,-4.096,127.931,214427,0.859,0,0.00766,0.0855,0.368,0.412
1818,club,Show Me Love,4t0UsYzmmmZRMTWn77jiGF,68,-4.259,120.258,252107,0.833,5,2.06e-05,0.153,0.567,0.811
1819,club,Ecstasy,0wYVNC09iLBVIqHB07Hckt,53,-6.834,130.009,261093,0.878,8,0.591,0.0346,0.907,0.658
1820,club,Not In Love - Radio Version,46Xnj8vZFwOZCE4aZNXlTf,60,-4.204,135.902,226987,0.98,7,0.00963,0.0887,0.199,0.477
1821,club,Bonfire,0QIYINh2AwmOmdu8CRYvlw,63,-3.029,174.031,272078,0.944,1,0.00345,0.0867,0.589,0.536
1822,club,Greyhound,0VffaI2jwQknRrxpECYHsF,65,-4.989,124.976,410097,0.806,0,0.876,0.0521,0.539,0.723
