,Unnamed: 0,Genre,Track Name,Track ID,Preview_link
637,37,heavy-metal,You've Got Another Thing Coming,4f3RDq9nYPBeR1yMSgnmBm,https://p.scdn.co/mp3-preview/a887493b2a5995230f606074a43f14a9410f9be6?cid=577c3414ccf54576a289735f10e3ee13
640,40,heavy-metal,Slaughter Of The Soul,2Vy4z1ZUN7RvN7syWI2yef,https://p.scdn.co/mp3-preview/713526f7c0a6b3cfbfd8e98f33e223dea3a569f7?cid=577c3414ccf54576a289735f10e3ee13
641,41,heavy-metal,Jesus' Tod,2XHG1C3ksw9EAclBFDYZ2M,https://p.scdn.co/mp3-preview/a4d39616e8be08875f154eaa7504013039ded1cf?cid=577c3414ccf54576a289735f10e3ee13
647,47,heavy-metal,Walk with Me In Hell,7lu2J32qRCqH09VuBCuhM9,https://p.scdn.co/mp3-preview/80786838b934c59e768fc76c88bc84ab0351e490?cid=577c3414ccf54576a289735f10e3ee13
649,49,heavy-metal,War of the Gods,2bBUHwOa8alimc1TiXg1oY,https://p.scdn.co/mp3-preview/8b5f35152bba8553df7fa143d78a357b15cfa8e7?cid=577c3414ccf54576a289735f10e3ee13
651,51,heavy-metal,Faster,28HX0PibeXSL6cfAsvwSgD,https://p.scdn.co/mp3-preview/dbdeec5d31a3582fc06355d9c24d4fc49e7df7f7?cid=577c3414ccf54576a289735f10e3ee13
652,52,heavy-metal,Down from the Sky,5LePaQIrJcIwrUzNEr3m86,https://p.scdn.co/mp3-preview/b99c0e999ad17815dea90b28a76a60d26866a1dc?cid=577c3414ccf54576a289735f10e3ee13
655,55,heavy-metal,Death Dies Hard,3IVjVJ21z8pLZIxyvw6rpJ,https://p.scdn.co/mp3-preview/6735d7536ab8119c5d97b6e150d659b12f7ea0d9?cid=577c3414ccf54576a289735f10e3ee13
656,56,heavy-metal,Tread Lightly,46PDxEshU0SPeKY36Pu3FY,https://p.scdn.co/mp3-preview/b3122cd0af25fae7970015a2b5e181df09fc0c39?cid=577c3414ccf54576a289735f10e3ee13
658,58,heavy-metal,Father of the Wolf,7zmgGJrQoOOSrkEoJDVeR2,https://p.scdn.co/mp3-preview/65992ddb566f5b74aaeb179b0d16df19ccdf315c?cid=577c3414ccf54576a289735f10e3ee13
662,62,heavy-metal,Kascade,7hY2Kc7Hvu0BudOoQwu8Ez,https://p.scdn.co/mp3-preview/5469353435eea7a08c416ba896325b7139afbb08?cid=577c3414ccf54576a289735f10e3ee13
663,63,heavy-metal,The Pursuit Of Vikings,0sObxZUKqdPfgjG9ahSlP5,https://p.scdn.co/mp3-preview/2cec7937dd721879d795ade19fe818236cbcee96?cid=577c3414ccf54576a289735f10e3ee13
668,68,heavy-metal,The Devil in I,5hheGdf1cb4rK0FNiedCfK,https://p.scdn.co/mp3-preview/7403b6a13701d54ed89cd5134b38997971123938?cid=577c3414ccf54576a289735f10e3ee13
669,69,heavy-metal,The Things We Believe In,6G1r9YfIWGGnhg240AU1o1,https://p.scdn.co/mp3-preview/fb8ee4e9713f44d00d583a8a5c823f90710cad26?cid=577c3414ccf54576a289735f10e3ee13
671,71,heavy-metal,Blood and Thunder,3jagGO7eHHuaD53ibehkux,https://p.scdn.co/mp3-preview/214f41a401c263439f5e715b2875940fef45f7b1?cid=577c3414ccf54576a289735f10e3ee13
674,74,heavy-metal,5 Minutes Alone - 2003 Remaster,4ifte2dOwkkfP7suPYmwX2,https://p.scdn.co/mp3-preview/99ac5ecb243af137419b8182fb49028575ac1d14?cid=577c3414ccf54576a289735f10e3ee13
676,76,heavy-metal,Strife,15zUfY9L1p7bN9JsgaTAP0,https://p.scdn.co/mp3-preview/a2e2f335713603bd47bb1340981a4a643d63053b?cid=577c3414ccf54576a289735f10e3ee13
677,77,heavy-metal,Kings of Metal,28TcG73tbc4iGrGBFjiBnR,https://p.scdn.co/mp3-preview/fdc8d0eab727fccdd266bc10036d9209f0b934e1?cid=577c3414ccf54576a289735f10e3ee13
678,78,heavy-metal,In Hell Is Where She Waits for Me,2Uxh6Vjw0GJgmnV2GW9N5y,https://p.scdn.co/mp3-preview/60d17ab98d17d1dfea687b24a405e28477c894f3?cid=577c3414ccf54576a289735f10e3ee13
684,84,heavy-metal,Fear Of The Dark - 1998 Remastered Version,6q9CRTF8dyABIcKj7bCJwf,https://p.scdn.co/mp3-preview/38c2695b764dfdbc012bc98a51680867f5c81e93?cid=577c3414ccf54576a289735f10e3ee13
688,88,heavy-metal,The Pentagram Burns,2Mn3w07L3IYR8LpnjGBZx6,https://p.scdn.co/mp3-preview/8c3e6013940e472a019f571dbb4e99d2f211066e?cid=577c3414ccf54576a289735f10e3ee13
689,89,heavy-metal,Domination,769cLRTw2y6KRdkFWFkxtu,https://p.scdn.co/mp3-preview/9bbdeb97597b3ed32ff42d1862a932b0d5230fbe?cid=577c3414ccf54576a289735f10e3ee13
691,91,heavy-metal,As Loke Falls,5PIMA99MIh2ixNf4K18cCH,https://p.scdn.co/mp3-preview/007e05dba18432da55812261ff060291bde0a292?cid=577c3414ccf54576a289735f10e3ee13
692,92,heavy-metal,Halo,5nksa8EqKHSWO9WBj6DnmS,https://p.scdn.co/mp3-preview/538dbe97d64c481c81fe46e40ca4ee865c69ba6d?cid=577c3414ccf54576a289735f10e3ee13
697,97,heavy-metal,Locust,2fed1yXI1clOEddfGyKyH2,https://p.scdn.co/mp3-preview/758f23fa23e730be08094f5ac299d62e1206e94b?cid=577c3414ccf54576a289735f10e3ee13
699,99,heavy-metal,Lie To My Face,2NVQbNEmJ0ZVulQOpWa0PD,https://p.scdn.co/mp3-preview/b1a47ee47f0b6b39e280aa06a0182a1f94d5fdee?cid=577c3414ccf54576a289735f10e3ee13
